accommodates,bathrooms,bed_type,bedrooms,beds,date_from,date_o,date_rom,date_to,has_availability,host_image,host_name,image,listing_url,location,name,price,property_type,room_type
2,1,Real Bed,1,1,20170409,,,20170412,TRUE,"https://a1.muscache.com/ac/users/25816390/profile_pic/1423196062/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Susannah,https://a1.muscache.com/im/pictures/66455349/fa3bcf05_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/5006092,,Spacious Studio close to UW campus,12,Apartment,Entire home/apt
2,1,Real Bed,1,1,20170406,,,20170405,TRUE,"https://a0.muscache.com/ac/users/22449579/profile_pic/1435619723/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Ann,https://a2.muscache.com/im/pictures/91497069/738e1b95_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/7070169,,Montlake Studio,105,House,Entire home/apt
1,1,Real Bed,1,1,20170411,,,20170401,TRUE,"https://a2.muscache.com/ac/users/42050147/profile_pic/1440211443/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Alex,https://a0.muscache.com/im/pictures/101811334/1b482de2_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/7988792,,Capitol Hill/Seattle University,218,House,Private room
1,1,Real Bed,1,1,20170410,,,20170414,TRUE,"https://a0.muscache.com/ac/users/21404681/profile_pic/1431219290/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Lc,https://a0.muscache.com/im/pictures/79250659/6b2759e1_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/6335327,,"Spacious, Awesome view, in Caphill",227,Apartment,Private room
2,1,Real Bed,1,1,20170401,,,20170408,TRUE,"https://a1.muscache.com/ac/users/19903240/profile_pic/1407860710/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Sara,https://a1.muscache.com/im/pictures/93953673/9b036b23_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/3858725,,Heart of Seattle with Gorgeous View,115,Apartment,Entire home/apt
6,2,Real Bed,2,2,20170328,,,20170504,TRUE,"https://a1.muscache.com/ac/users/1929300/profile_pic/1335215989/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Arvind,https://a0.muscache.com/im/pictures/4780734/0e4568a9_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/385438,,Luxury Condo with lake union views ,150,Apartment,Entire home/apt
2,1,Real Bed,1,1,20170414,,,20170505,TRUE,"https://a0.muscache.com/ac/users/18218129/profile_pic/1406000193/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",T.J.,https://a1.muscache.com/im/pictures/46265017/dbba6b03_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/3615614,,Location! Capitol HiIl & Walkable!,142,Apartment,Private room
5,1,Real Bed,2,2,20170501,,,20170417,TRUE,"https://a1.muscache.com/ac/users/43958809/profile_pic/1444241117/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Brett,https://a0.muscache.com/im/pictures/111129964/d1d2a9d0_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/8339580,,Spacious 2Br/1Ba - Capitol HIll,87,Apartment,Entire home/apt
2,1,Real Bed,1,1,20170415,,,20170526,TRUE,"https://a1.muscache.com/ac/users/40032160/profile_pic/1438291945/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Irina,,https://www.airbnb.com/rooms/9480029,,A Tiny Apt in Capital Hill on 12th,201,Apartment,Entire home/apt
2,1,Real Bed,0,1,20170414,,,20170420,TRUE,"https://a2.muscache.com/ac/users/680066/profile_pic/1410473484/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Julie,https://a0.muscache.com/im/pictures/882666/852ca715_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/139463,,Cozy Urban Studio in Garden Setting,74,Apartment,Entire home/apt
2,1,Real Bed,0,1,20170420,,,20170410,TRUE,"https://a0.muscache.com/ac/users/40433574/profile_pic/1440045176/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Sarah,,https://www.airbnb.com/rooms/7957689,,Cozy studio in heart of Capital Hil,222,Condominium,Entire home/apt
3,1,Real Bed,0,1,20170504,,,20170412,TRUE,"https://a2.muscache.com/ac/pictures/4639fb51-1e61-4f45-b9fa-23a3a51f4214.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Taylor,,https://www.airbnb.com/rooms/6646894,,Retro Capitol Hill Apartment,146,Apartment,Entire home/apt
4,1,Real Bed,1,3,20170330,,,20170410,TRUE,"https://a2.muscache.com/ac/pictures/382b59d1-9f61-4e9c-8bbf-48a17532edff.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Khanie,,https://www.airbnb.com/rooms/8907548,,"Private, Spacious Studio in Seattle",103,Apartment,Entire home/apt
4,2,Real Bed,2,2,20170412,,,20170524,TRUE,"https://a1.muscache.com/ac/users/17206245/profile_pic/1405366695/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Scott,https://a1.muscache.com/im/pictures/44784436/f2d9d459_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/3551668,,Pike/Pine Urban Oasis Unit A,200,Apartment,Entire home/apt
2,1,Real Bed,1,1,20170401,,,20170402,TRUE,"https://a0.muscache.com/ac/users/7317822/profile_pic/1415311712/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Andrew,https://a1.muscache.com/im/pictures/31439543/5e270f6c_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/2357110,,Huge Private Bedroom on Broadway!,89,Apartment,Private room
3,1,Real Bed,0,1,20170417,,,20170501,TRUE,"https://a2.muscache.com/ac/users/19853296/profile_pic/1440701450/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Ruth,https://a2.muscache.com/im/pictures/103253473/505861e9_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/7784802,,Central Capitol Hill Private Studio,155,Apartment,Entire home/apt
2,0.5,Real Bed,1,2,20170331,,,20170414,TRUE,"https://a2.muscache.com/ac/pictures/5ffcba13-5632-46ad-9606-94802c81c3c1.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Evan,https://a2.muscache.com/im/pictures/4247382e-15a2-4a94-8938-f46886be4b2e.jpg?aki_policy=medium,https://www.airbnb.com/rooms/10210625,,1 BR Retro Capitol Hill Apartment,69,Apartment,Entire home/apt
3,1,Real Bed,1,1,20170417,,,20170417,TRUE,"https://a1.muscache.com/ac/users/5820099/profile_pic/1365397874/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Forest And Andy,https://a2.muscache.com/im/pictures/f29c568b-74d6-489e-959b-3aec2b88e8a8.jpg?aki_policy=medium,https://www.airbnb.com/rooms/9137469,,Capitol Hill Garden Loft & Sunroom,190,Loft,Entire home/apt
9,3.5,Real Bed,5,5,20170409,,,20170412,TRUE,"https://a2.muscache.com/ac/users/31032387/profile_pic/1429841694/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Susan,https://a2.muscache.com/im/pictures/75133465/e5048e26_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/6032726,,Lovely spacious home in Seattle,91,House,Entire home/apt
2,1,Real Bed,1,1,20170420,,,20170501,TRUE,"https://a1.muscache.com/ac/users/3378506/profile_pic/1346004277/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Dash,https://a0.muscache.com/im/pictures/99292481/533823a7_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/7802266,,Cap Hill Penthouse Private Room,255,Apartment,Private room
2,1,Real Bed,0,1,20170426,,,20170424,TRUE,"https://a1.muscache.com/ac/users/29543440/profile_pic/1426652518/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Tyler,https://a2.muscache.com/im/pictures/11fdcf19-070e-463e-944a-75f78c31c515.jpg?aki_policy=medium,https://www.airbnb.com/rooms/10250735,,Micro Studio in Lovely Capital Hill,109,Apartment,Entire home/apt
3,1,Real Bed,1,1,20170425,,,20170503,TRUE,"https://a2.muscache.com/ac/users/26124158/profile_pic/1437592127/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Trevor,https://a0.muscache.com/im/pictures/95035611/b85f3d5f_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/7496485,,Beautiful 1 bedroom apartment,127,Apartment,Entire home/apt
2,1,Real Bed,1,1,20170424,,,20170505,TRUE,"https://a2.muscache.com/ac/users/39401590/profile_pic/1438318110/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Brian,https://a1.muscache.com/im/pictures/96982757/8d1fe846_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/7638263,,Eastlake private bedroom & bath,87,Townhouse,Private room
6,1,Real Bed,0,3,20170406,,,20170407,TRUE,"https://a1.muscache.com/ac/users/38879108/profile_pic/1437287874/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Adriaan,https://a1.muscache.com/im/pictures/94152852/cb40db22_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/7421950,,Efficient & Fun: Heart of Cap Hill,175,Apartment,Entire home/apt
4,1,Real Bed,1,2,20170406,,,20170412,TRUE,"https://a1.muscache.com/ac/users/40134785/profile_pic/1442120910/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",S,https://a0.muscache.com/im/pictures/106385446/5f00a027_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/8356608,,Seattle Urban Retreat,22,Apartment,Entire home/apt
2,1,Real Bed,1,1,20170422,,,20170412,TRUE,"https://a0.muscache.com/ac/users/7352976/profile_pic/1415406091/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Jack,https://a2.muscache.com/im/pictures/56836436/9d28206c_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/1354750,,Capitol Hill Getaway,148,Apartment,Entire home/apt
2,1,Pull-out Sofa,0,1,20170402,,,20170404,TRUE,"https://a0.muscache.com/ac/users/1396743/profile_pic/1415327070/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Tiffany,https://a0.muscache.com/im/pictures/56750554/57c219b5_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/2687172,,"Capitol Hill, ""Falcon's Nest!""""""",45,Apartment,Entire home/apt
2,1,Real Bed,0,1,20170403,,,20170508,TRUE,"https://a0.muscache.com/ac/users/17613151/profile_pic/1404446592/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Lea,https://a2.muscache.com/im/pictures/c8e2ef55-724d-4001-9cbe-7e0bc87dd756.jpg?aki_policy=medium,https://www.airbnb.com/rooms/3498114,,Capitol Hill Gem,204,Apartment,Entire home/apt
2,1,Real Bed,0,1,20170505,,,20170529,TRUE,"https://a2.muscache.com/ac/pictures/06805945-a592-4a5c-b1ee-eace1b84409d.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Matthew,https://a2.muscache.com/im/pictures/66d828aa-9f4c-4989-ae3f-4c29681cd339.jpg?aki_policy=medium,https://www.airbnb.com/rooms/9580021,,NEW Stylish Cap. Hill Historic Bldg,100,Apartment,Entire home/apt
2,1,Real Bed,0,1,20170404,,,20170410,TRUE,"https://a2.muscache.com/ac/pictures/479bad06-99be-4dd0-8854-eb9a108d0f6e.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Marissa,https://a2.muscache.com/im/pictures/7713672f-82bf-49cb-a0e2-20be43c98959.jpg?aki_policy=medium,https://www.airbnb.com/rooms/9994758,,Cottage Studio,222,Apartment,Entire home/apt
3,1,Real Bed,1,2,20170408,,,20170423,TRUE,"https://a1.muscache.com/ac/users/1149264/profile_pic/1377120084/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Marc,https://a2.muscache.com/im/pictures/c7d171b6-0fb7-4640-b869-d54168f37425.jpg?aki_policy=medium,https://www.airbnb.com/rooms/10035274,,Capitol Hill/Downtown 1 Bedroom,185,Apartment,Entire home/apt
2,1,Real Bed,1,1,20170330,,,20170407,TRUE,"https://a2.muscache.com/ac/pictures/b31e2bd4-378a-4f21-8cd4-c757b08a9a78.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Haley,https://a2.muscache.com/im/pictures/106547193/26f2b45e_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/8369321,,Cute Capitol Hill Studio Apartment!,84,Apartment,Entire home/apt
2,1,Real Bed,0,1,20170425,,,20170420,TRUE,"https://a1.muscache.com/ac/users/12951431/profile_pic/1403259615/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Michael,https://a2.muscache.com/im/pictures/95122577/29e9fef1_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/7500191,,Capitol Hill Charming Studio!,132,Apartment,Entire home/apt
3,1,Real Bed,0,1,20170427,,,20170412,TRUE,"https://a2.muscache.com/ac/users/10558142/profile_pic/1395659646/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",James,https://a2.muscache.com/im/pictures/97497793/6fcf53f8_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/6870575,,Center of Pike Street,66,Apartment,Entire home/apt
5,1,Real Bed,1,1,20170402,,,20170510,TRUE,"https://a2.muscache.com/ac/pictures/f5201396-cf1e-4374-96b0-b29d4be076b6.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Duncan,https://a1.muscache.com/im/pictures/109178491/22fdde24_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/8594717,,Heart of Capitol Hill Beautiful Apt,135,Apartment,Entire home/apt
4,1,Real Bed,1,2,20170406,,,20170421,TRUE,"https://a2.muscache.com/ac/users/658155/profile_pic/1307117042/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Joe,https://a1.muscache.com/im/pictures/851500/50953b0c_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/134091,,Vintage Capitol Hill - 1 Pkg Spot,143,Apartment,Entire home/apt
2,1,Real Bed,1,1,20170425,,,20170527,TRUE,"https://a2.muscache.com/ac/pictures/d835764a-0018-4353-8b79-bf786531f751.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Connor,https://a2.muscache.com/im/pictures/3bb2c4d8-a9c9-4cc3-bec6-27886a789bb0.jpg?aki_policy=medium,https://www.airbnb.com/rooms/8473625,,Retro-High Ceilings-Big Windows,179,Apartment,Entire home/apt
2,1,Real Bed,1,1,20170421,,,20170405,TRUE,"https://a0.muscache.com/ac/users/934641/profile_pic/1350913492/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Nick,https://a1.muscache.com/im/pictures/15231188/24ff896d_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/258571,,1BR Cozy Apartment in Capitol Hill,83,Apartment,Entire home/apt
2,1,Real Bed,0,1,20170515,,,20170426,TRUE,"https://a2.muscache.com/ac/pictures/a21126b7-ee57-4f46-982f-598e4546901f.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Eric,https://a2.muscache.com/im/pictures/a82893a7-c6bf-4c73-a874-6285f865b1b3.jpg?aki_policy=medium,https://www.airbnb.com/rooms/9473967,,507 Modern Studio on Capitol Hill,120,Apartment,Entire home/apt
6,2.5,Real Bed,2,3,20170411,,,20170531,TRUE,"https://a1.muscache.com/ac/users/4729705/profile_pic/1358542122/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Rob And Carol,https://a0.muscache.com/im/pictures/13143229/5f88ed02_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/890677,,"Quiet, central location in Seattle",89,House,Entire home/apt
8,2.5,Real Bed,3,4,20170402,,,20170502,TRUE,"https://a2.muscache.com/ac/users/1379358/profile_pic/1360259209/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Peter,https://a1.muscache.com/im/pictures/56570479/8044c8fb_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/4211081,,Cozy Capitol Hill Home,178,House,Entire home/apt
3,1,Real Bed,1,1,20170512,,,20170414,TRUE,"https://a2.muscache.com/ac/users/10558142/profile_pic/1395659646/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",James,https://a2.muscache.com/im/pictures/cba6d93c-10a4-4e3c-bf4f-e383480cda47.jpg?aki_policy=medium,https://www.airbnb.com/rooms/7843995,,Quiet 1 Bedroom in Capitol Hill,182,Apartment,Entire home/apt
1,1,Real Bed,0,1,20170331,,,20170410,TRUE,"https://a2.muscache.com/ac/pictures/a21126b7-ee57-4f46-982f-598e4546901f.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Eric,https://a2.muscache.com/im/pictures/c0c4709d-f902-4c7d-8f51-384b00ab3d38.jpg?aki_policy=medium,https://www.airbnb.com/rooms/9494623,,205 Modern Studio on Capitol Hill,163,Apartment,Entire home/apt
2,1,Real Bed,1,1,20170412,,,20170413,TRUE,"https://a0.muscache.com/ac/users/934641/profile_pic/1350913492/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Nick,https://a0.muscache.com/im/pictures/13640044/4cec5238_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/882274,,1BR/1BA Comfy Apt in Capitol Hill,142,Apartment,Entire home/apt
4,1,Real Bed,1,1,20170404,,,20170510,TRUE,"https://a1.muscache.com/ac/users/5164455/profile_pic/1405380200/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Matan,,https://www.airbnb.com/rooms/3594885,,1BR in Capitol Hill. 97 Walk Score!,20,Apartment,Entire home/apt
4,1,Real Bed,2,2,20170426,,,20170511,TRUE,"https://a1.muscache.com/ac/users/9263662/profile_pic/1381086792/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Katrina,https://a1.muscache.com/im/pictures/58781980/3dee00b8_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/1768883,,Bright + Colorful in Capitol Hill,98,Apartment,Entire home/apt
2,1,Real Bed,1,1,20170404,,,20170518,TRUE,"https://a2.muscache.com/ac/users/365687/profile_pic/1363303877/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Erik + Pamela,https://a2.muscache.com/im/pictures/14321811/6cfb19c5_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/948077,,Capitol Hill Stylish Garden Cottage,227,House,Entire home/apt
4,1,Real Bed,1,2,20170330,,,20170414,TRUE,"https://a1.muscache.com/ac/users/24916371/profile_pic/1426191397/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Mc,https://a2.muscache.com/im/pictures/64009112/dee05fec_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/4841586,,Small House on Capitol Hill,127,House,Entire home/apt
2,1,Real Bed,0,1,20170329,,,20170418,TRUE,"https://a2.muscache.com/ac/pictures/e79ba62f-7def-4b49-843c-66055ef5d3a1.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Alexandra,https://a1.muscache.com/im/pictures/105306974/5f22f07c_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/5640214,,Good Vibes City Studio,68,Apartment,Entire home/apt
2,1,Real Bed,0,1,20170423,,,20170506,TRUE,"https://a2.muscache.com/ac/pictures/a21126b7-ee57-4f46-982f-598e4546901f.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Eric,,https://www.airbnb.com/rooms/9011350,,505 Modern Studio on Capitol Hill,71,Apartment,Entire home/apt
2,1,Real Bed,0,1,20170409,,,20170401,TRUE,"https://a1.muscache.com/ac/users/29529103/profile_pic/1428008159/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Colum,https://a2.muscache.com/im/pictures/73151716/2c513793_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/5695717,,Cozy Convenient Capitol Hill Studio,207,Apartment,Entire home/apt
2,1,Real Bed,0,1,20170502,,,20170427,TRUE,"https://a2.muscache.com/ac/users/457358/profile_pic/1397527054/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Tanya,https://a0.muscache.com/im/pictures/60673518/4c6a0d2f_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/4718921,,Darling Studio on Capitol Hill,109,Apartment,Entire home/apt
2,1,Real Bed,1,1,20170403,,,20170402,TRUE,"https://a0.muscache.com/ac/users/2739131/profile_pic/1405356889/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Chad & Ruben,https://a2.muscache.com/im/pictures/8695903/49c1cdd7_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/557126,,Charming Capitol Hill Room,24,House,Private room
2,1,Airbed,1,1,20170527,,,20170414,TRUE,"https://a1.muscache.com/ac/users/42532112/profile_pic/1440554903/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Wendy,https://a0.muscache.com/im/pictures/102638761/d4d5bc50_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/8053554,,Private Room Near Downtown!,228,Apartment,Private room
2,1.5,Real Bed,1,1,20170402,,,20170507,TRUE,"https://a0.muscache.com/ac/users/12736784/profile_pic/1426860684/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",John,https://a1.muscache.com/im/pictures/45881719/eaa8295c_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/2488228,,Suite in Capitol Hill Townhouse,123,House,Private room
2,1,Real Bed,1,1,20170411,,,20170426,TRUE,"https://a0.muscache.com/ac/users/27849260/profile_pic/1424116195/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Aaron,,https://www.airbnb.com/rooms/6865200,,Convenient Flat on Capitol Hill,141,Apartment,Entire home/apt
2,1,Real Bed,1,1,20170406,,,20170408,TRUE,"https://a2.muscache.com/ac/users/6046471/profile_pic/1366664462/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Erika,https://a1.muscache.com/im/pictures/111169972/91bc7fc1_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/8779676,,Bohemian bdroom in Victorian house.,54,House,Private room
2,1,Real Bed,0,1,20170414,,,20170503,TRUE,"https://a2.muscache.com/ac/users/10558142/profile_pic/1395659646/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",James,https://a2.muscache.com/im/pictures/784da596-0884-48f9-a3cb-87264845e194.jpg?aki_policy=medium,https://www.airbnb.com/rooms/9929059,,Best of Downtown & Capitol Hill,140,Apartment,Entire home/apt
4,1,Real Bed,1,2,20170411,,,20170501,TRUE,"https://a2.muscache.com/ac/pictures/c5391bdd-3535-4ea3-8e43-ccc0aad26ac0.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Khanie,https://a2.muscache.com/im/pictures/1d3cd9be-2e7f-463c-b782-6a431c3eb145.jpg?aki_policy=medium,https://www.airbnb.com/rooms/8919372,,Gorgeous 1BD Apt in Capitol Hill,29,Condominium,Entire home/apt
6,2,Real Bed,3,3,20170330,,,20170417,TRUE,"https://a1.muscache.com/ac/users/340192/profile_pic/1345300079/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Angela,https://a0.muscache.com/im/pictures/105098432/367bd89f_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/8257837,,In-City PH 180º Unobstructed Views,103,Apartment,Entire home/apt
2,1,Real Bed,1,1,20170410,,,20170426,TRUE,"https://a1.muscache.com/ac/users/20783903/profile_pic/1416282155/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Devin,https://a2.muscache.com/im/pictures/b4c78412-3ca5-4393-9b88-ff17ca5e688b.jpg?aki_policy=medium,https://www.airbnb.com/rooms/4607830,,Great location with 98 walk score,79,Apartment,Entire home/apt
8,2,Real Bed,2,3,20170430,,,20170503,TRUE,"https://a0.muscache.com/ac/users/7317822/profile_pic/1415311712/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Andrew,https://a1.muscache.com/im/pictures/30658219/7c69cf4f_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/1545801,,Huge 2 BR Apartment - Cap Hill!,186,Apartment,Entire home/apt
