accommodates,bathrooms,bed_type,bedrooms,beds,date_from,date_o,date_rom,date_to,has_availability,host_image,host_name,image,listing_url,location,name,price,property_type,room_type
2,1,Real Bed,1,1,20170403,,,20170501,TRUE,"https://a0.muscache.com/ac/users/1865986/profile_pic/1331057251/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Sheldon,https://a1.muscache.com/im/pictures/4445254/63c311f6_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/370361,,Private Guest Studio- Phinney Ridge,160,House,Private room
2,1,Pull-out Sofa,1,1,20170329,,,20170415,TRUE,"https://a2.muscache.com/ac/users/1135078/profile_pic/1433826365/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Eri,https://a2.muscache.com/im/pictures/47229943/9aa137a8_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/3753645,,Studio Suite in North Seattle,141,Townhouse,Private room
2,1,Real Bed,1,1,20170406,,,20170505,TRUE,"https://a2.muscache.com/ac/pictures/5fe2bb61-7928-454f-b4dc-cabcf2bb0d8c.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Lynda,https://a1.muscache.com/im/pictures/46004499/db63db9f_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/3535171,,"Comfortable, quiet room in house ",78,House,Private room
2,1,Real Bed,1,1,20170513,,,20170412,TRUE,"https://a0.muscache.com/ac/users/1865986/profile_pic/1331057251/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Sheldon,https://a2.muscache.com/im/pictures/28199686/6b55a605_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/2037250,,Bedroom with Private Spa-like Bath,118,House,Private room
1,1,Real Bed,1,1,20170417,,,20170420,TRUE,"https://a2.muscache.com/ac/pictures/963353aa-727e-4115-9dd3-3d807ed6ee1a.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Nadine,https://a0.muscache.com/im/pictures/90465670/6397bd3c_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/2605975,,Cozy modern home in Greenlake,148,House,Private room
2,1,Real Bed,1,1,20170421,,,20170507,TRUE,"https://a0.muscache.com/ac/users/19992117/profile_pic/1441557814/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Nora,https://a1.muscache.com/im/pictures/82378303/dbc270c3_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/4825472,,Room in Vintage Whittier Heights,128,House,Private room
2,1,Real Bed,1,1,20170419,,,20170508,TRUE,"https://a2.muscache.com/ac/users/28529868/profile_pic/1425191502/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Xinwei,https://a0.muscache.com/im/pictures/69912159/3735f52e_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/5500398,,Cozy Room w Private Bathroom+Garden,6,House,Private room
4,1,Real Bed,2,2,20170330,,,20170402,TRUE,"https://a1.muscache.com/ac/users/2796016/profile_pic/1399342131/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Aexis,https://a2.muscache.com/im/pictures/89d40f1c-7a75-4153-8aee-2106542346ce.jpg?aki_policy=medium,https://www.airbnb.com/rooms/587584,,The Bridge to Phinney Ridge,78,House,Entire home/apt
7,1,Real Bed,2,3,20170330,,,20170405,TRUE,"https://a1.muscache.com/ac/users/6659833/profile_pic/1375118112/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Lori,https://a1.muscache.com/im/pictures/54348341/8580d0f0_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/1220816,,TOP Neighborhood~Super clean COZY,114,House,Entire home/apt
4,2,Real Bed,2,4,20170429,,,20170413,TRUE,"https://a2.muscache.com/ac/users/62386/profile_pic/1306313020/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Lisa,https://a1.muscache.com/im/pictures/111359771/36380ae2_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/354453,,Greenwood 1926 Craftsman,322,House,Entire home/apt
1,1,Real Bed,1,1,20170402,,,20170412,TRUE,"https://a2.muscache.com/ac/users/5388825/profile_pic/1426699574/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Jordan,https://a2.muscache.com/im/pictures/b9a760ba-8f9e-4dcf-a42f-6296b6f444d5.jpg?aki_policy=medium,https://www.airbnb.com/rooms/9576550,,Lovely apt in Seattle,148,Apartment,Entire home/apt
2,1,Real Bed,1,1,20170407,,,20170415,TRUE,"https://a2.muscache.com/ac/users/17795956/profile_pic/1437245324/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Cris,https://a0.muscache.com/im/pictures/50067110/e89c769b_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/3793790,,The Blossom Room with Queen Bed,118,House,Private room
2,1.5,Real Bed,1,1,20170329,,,20170405,TRUE,"https://a2.muscache.com/ac/users/12033608/profile_pic/1391879203/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Richard,https://a2.muscache.com/im/pictures/175cc51f-2c5b-46b4-8785-96d4526d186f.jpg?aki_policy=medium,https://www.airbnb.com/rooms/9013210,,Cozy room in a beautiful home,113,House,Private room
2,1,Real Bed,1,1,20170425,,,20170414,TRUE,"https://a2.muscache.com/ac/pictures/8f167159-efc7-44a1-9b7a-4e974dc072b6.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Hua,https://a2.muscache.com/im/pictures/febb7afd-d79e-4741-ac1c-f05ff1328b3a.jpg?aki_policy=medium,https://www.airbnb.com/rooms/9863457,,comfy room&convenient location（中英）,44,Townhouse,Private room
10,2,Real Bed,3,3,20170412,,,20170506,TRUE,"https://a0.muscache.com/ac/users/91286/profile_pic/1297246449/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Tonyhai,https://a1.muscache.com/im/pictures/122861/39cd9e8c_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/23356,,3bd 2bt great bargain  sleep 6-10,80,House,Entire home/apt
2,1,Real Bed,0,1,20170401,,,20170419,TRUE,"https://a0.muscache.com/ac/users/33529240/profile_pic/1431826705/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Kylie,https://a2.muscache.com/im/pictures/80580359/4f3a65bc_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/6425537,,Modern Studio Apartment,130,Apartment,Entire home/apt
4,1,Real Bed,0,2,20170410,,,20170414,TRUE,"https://a2.muscache.com/ac/pictures/b445ddaa-5cb3-4334-83e4-2bff16bae529.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Luxe,https://a0.muscache.com/im/pictures/100927603/c8938403_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/7921453,,Luxury RV for rent - Mercedes RV,236,Camper/RV,Entire home/apt
6,2.5,Real Bed,3,3,20170422,,,20170406,TRUE,"https://a0.muscache.com/ac/users/45096683/profile_pic/1443585931/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Terri,https://a0.muscache.com/im/pictures/109623687/30b940ac_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/8634897,,3 level brace point view home,118,House,Entire home/apt
9,4,Real Bed,5,5,20170406,,,20170415,TRUE,"https://a1.muscache.com/ac/users/18165306/profile_pic/1405472078/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Amy,https://a1.muscache.com/im/pictures/45419713/6d1ff3e5_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/3604931,,"Modern Luxury, Puget Sound Views",28,House,Entire home/apt
4,1.5,Real Bed,2,3,20170403,,,20170412,TRUE,"https://a0.muscache.com/ac/users/36373396/profile_pic/1438649931/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Greg,https://a2.muscache.com/im/pictures/16bf8ee5-9aff-45a4-b1a1-d544861e698f.jpg?aki_policy=medium,https://www.airbnb.com/rooms/6937492,,Cozy Home with Amazing View,102,House,Entire home/apt
4,2,Real Bed,1,2,20170403,,,20170407,TRUE,"https://a1.muscache.com/ac/users/5774906/profile_pic/1365113325/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Carter,https://a2.muscache.com/im/pictures/15770454/5062c2bd_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/1048798,,West Seattle Home w/Dazzling View,130,House,Entire home/apt
2,1,Real Bed,1,2,20170428,,,20170412,TRUE,"https://a1.muscache.com/ac/users/3040367/profile_pic/1343146147/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Mardee,https://a2.muscache.com/im/pictures/7764119/440c6a97_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/613020,,Fabulous view and Great location,178,House,Private room
2,1,Real Bed,1,1,20170407,,,20170425,TRUE,"https://a2.muscache.com/ac/pictures/d88774d6-da97-4c02-824a-22e4988dbaf3.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Shirley,https://a2.muscache.com/im/pictures/ee603ff0-ce5a-4096-9d0c-cf9893798e30.jpg?aki_policy=medium,https://www.airbnb.com/rooms/9109293,,Fauntleroy View Suite,5,Apartment,Private room
7,1.5,Real Bed,3,4,20170411,,,20170414,TRUE,"https://a1.muscache.com/ac/users/31108433/profile_pic/1429595399/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Colleen,https://a1.muscache.com/im/pictures/77492758/d61c3cc6_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/6215943,,Beachy Fauntleroy View Craftsman,152,House,Entire home/apt
5,1.5,Real Bed,1,2,20170413,,,20170424,TRUE,"https://a2.muscache.com/ac/users/6584748/profile_pic/1419919001/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Sean,https://a1.muscache.com/im/pictures/71651483/2f784513_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/4069543,,West Seattle - Private Family Suite,101,House,Private room
2,1,Real Bed,1,1,20170406,,,20170401,TRUE,"https://a0.muscache.com/ac/users/13976883/profile_pic/1426041822/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Pauline,https://a2.muscache.com/im/pictures/42a695b3-3ccc-403e-bd01-27dd67b9a98b.jpg?aki_policy=medium,https://www.airbnb.com/rooms/3986788,,Spacious Private Suite,110,Apartment,Entire home/apt
2,1,Real Bed,1,1,20170410,,,20170403,TRUE,"https://a1.muscache.com/ac/users/20495686/profile_pic/1409075559/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Martin & Carolyn,https://a0.muscache.com/im/pictures/49912135/8cc14a2d_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/3968416,,Enjoy West Seattle with Lovely View,109,House,Private room
2,1.5,Real Bed,1,1,20170418,,,20170415,TRUE,"https://a2.muscache.com/ac/users/9469827/profile_pic/1424876274/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Bri,https://a2.muscache.com/im/pictures/36311222/9e22f9e5_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/1806899,,Adorable Convenient Room!,88,House,Private room
2,1,Real Bed,1,1,20170405,,,20170513,TRUE,"https://a0.muscache.com/ac/users/1747753/profile_pic/1442471583/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Annette,https://a2.muscache.com/im/pictures/54096b53-0703-4235-9e28-4384f7fa4789.jpg?aki_policy=medium,https://www.airbnb.com/rooms/6168769,,Private entry one bedroom retreat,105,House,Private room
4,2.5,Real Bed,2,2,20170414,,,20170412,TRUE,"https://a2.muscache.com/ac/users/27329128/profile_pic/1438115342/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Jorge,https://a0.muscache.com/im/pictures/104230855/1a032f30_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/8187592,,Modern townhouse- Beacon Hill,111,Townhouse,Entire home/apt
2,1,Real Bed,1,1,20170331,,,20170404,TRUE,"https://a2.muscache.com/ac/users/9975709/profile_pic/1433912592/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Beatriz,https://a1.muscache.com/im/pictures/57715739/7bbec659_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/1925661,,Cozy 1BD w/bath; parking included,91,House,Private room
2,1,Futon,1,1,20170328,,,20170511,TRUE,"https://a1.muscache.com/ac/users/7740890/profile_pic/1417944867/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Daniel,https://a1.muscache.com/im/pictures/59756943/e723ea06_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/4760968,,Mtn Views 3 blocks from light rail,142,House,Private room
1,1,Real Bed,1,1,20170425,,,20170516,TRUE,"https://a0.muscache.com/ac/users/18422078/profile_pic/1432299910/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Carol,https://a1.muscache.com/im/pictures/99110395/68289a3c_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/3953365,,N Beacon Hill Guestroom w/ Parking,87,House,Private room
2,1.5,Real Bed,1,1,20170416,,,20170416,TRUE,"https://a0.muscache.com/ac/users/20338967/profile_pic/1431980628/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Michael,https://a1.muscache.com/im/pictures/78322148/b8ba4761_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/4909327,,Ultra-Modern Hypoallergenic Retreat,39,House,Private room
1,1,Real Bed,1,1,20170415,,,20170528,TRUE,"https://a2.muscache.com/ac/pictures/21255d04-ae5c-4364-938d-b21e1c765fc3.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Matthew,https://a2.muscache.com/im/pictures/109422051/90d15997_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/7828509,,"Charming Private Room, Light Rail",95,Apartment,Private room
2,1,Real Bed,1,1,20170328,,,20170409,TRUE,"https://a1.muscache.com/ac/users/25243138/profile_pic/1439842027/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Mat,https://a1.muscache.com/im/pictures/72637786/24928bff_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/4903296,,1 Bed/1 Full Bath,150,House,Private room
3,2,Real Bed,1,2,20170331,,,20170403,TRUE,"https://a2.muscache.com/ac/users/862329/profile_pic/1379540383/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Prez & Cherie,https://a1.muscache.com/im/pictures/19944845/45848702_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/1323634,,Queen Bd w/Private Bath Near Dwntwn,236,House,Private room
3,1,Real Bed,1,2,20170330,,,20170412,TRUE,"https://a2.muscache.com/ac/users/862329/profile_pic/1379540383/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Prez & Cherie,https://a0.muscache.com/im/pictures/19433054/6f5b5c4d_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/571640,,Sleeps 3 Comfy Near Downtown SEA,53,House,Private room
6,1,Real Bed,1,4,20170328,,,20170505,TRUE,"https://a2.muscache.com/ac/users/862329/profile_pic/1379540383/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Prez & Cherie,https://a2.muscache.com/im/pictures/19433831/826fd4b7_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/613151,,2BdRm 1Bath Shared Near Dwntwn SEA,172,House,Private room
3,1,Real Bed,1,3,20170422,,,20170418,TRUE,"https://a2.muscache.com/ac/users/862329/profile_pic/1379540383/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Prez & Cherie,https://a2.muscache.com/im/pictures/a638089e-6aaa-4662-8d97-e83f484af69f.jpg?aki_policy=medium,https://www.airbnb.com/rooms/278192,,1 BdRm BunkBed for 3 Near Downtown,162,House,Private room
2,1,Real Bed,1,1,20170503,,,20170613,TRUE,"https://a2.muscache.com/ac/users/862329/profile_pic/1379540383/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Prez & Cherie,https://a1.muscache.com/im/pictures/19433497/1eff9b97_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/571651,,Queen Size Bed Near Downtown SEA,77,House,Private room
1,1,Real Bed,1,1,20170421,,,20170420,TRUE,"https://a0.muscache.com/ac/users/14343317/profile_pic/1442437771/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Lacy,https://a0.muscache.com/im/pictures/100692927/0aff6ac6_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/7883181,,Quiet Sunlight and Sleeping Cacti,220,House,Private room
4,0.5,Real Bed,1,2,20170404,,,20170417,TRUE,"https://a0.muscache.com/ac/users/301107/profile_pic/1433688394/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Perry,https://a0.muscache.com/im/pictures/98097699/20606996_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/7718139,,Abba's Urban Seattle Tent #Glamping,242,Tent,Entire home/apt
4,2,Real Bed,2,2,20170522,,,20170410,TRUE,"https://a2.muscache.com/ac/pictures/865c4b7f-a127-4e07-9fba-102847bb94b8.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Leo,https://a2.muscache.com/im/pictures/8e2cb867-8d88-4c4f-8796-a3082b044e6d.jpg?aki_policy=medium,https://www.airbnb.com/rooms/6572501,,Puget sound/Seattle view townhouse,37,Townhouse,Entire home/apt
2,1.5,Real Bed,1,1,20170407,,,20170623,TRUE,"https://a2.muscache.com/ac/users/9469827/profile_pic/1424876274/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Bri,https://a1.muscache.com/im/pictures/75079924/d5086c97_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/4668327,,Adorable House - Very Convenient,47,House,Entire home/apt
3,1,Real Bed,0,1,20170330,,,20170419,TRUE,"https://a2.muscache.com/ac/users/2777369/profile_pic/1441093534/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Angela & Herman,https://a1.muscache.com/im/pictures/103876449/501ea24b_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/7636185,,Cozy private cottage by light rail,174,House,Entire home/apt
2,1,Real Bed,1,1,20170412,,,20170518,TRUE,"https://a1.muscache.com/ac/users/8284327/profile_pic/1377029678/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Anna,https://a1.muscache.com/im/pictures/82605082/23157b90_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/6421243,,Petite 1 Bdrm Apt in N. Beacon Hill,44,Apartment,Entire home/apt
3,1,Real Bed,2,2,20170417,,,20170505,TRUE,"https://a1.muscache.com/ac/users/4183116/profile_pic/1433081321/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Nilda,https://a2.muscache.com/im/pictures/69491454/fc43859e_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/5580773,,Bright 2B Apartment on Beacon Hill,150,Apartment,Entire home/apt
3,1,Real Bed,1,2,20170404,,,20170430,TRUE,"https://a2.muscache.com/ac/users/27628925/profile_pic/1444074917/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Emmett,https://a0.muscache.com/im/pictures/110955261/7b4b8eb6_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/8737284,,Cozy apt. w/ spacious balcony,143,Apartment,Entire home/apt
6,1,Real Bed,2,2,20170407,,,20170429,TRUE,"https://a2.muscache.com/ac/users/5214978/profile_pic/1390025232/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Bruce & Shannon,https://a0.muscache.com/im/pictures/18740655/0466ab8f_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/958475,,Central Private Two Bedroom Home ,178,Apartment,Entire home/apt
4,1,Real Bed,1,1,20170415,,,20170421,TRUE,"https://a1.muscache.com/ac/users/34321359/profile_pic/1432698328/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Colin,https://a2.muscache.com/im/pictures/a16f4526-c4aa-42d3-bdb6-da8b64e9cc87.jpg?aki_policy=medium,https://www.airbnb.com/rooms/8605841,,Huge 1br with Park Views,93,Apartment,Entire home/apt
2,1,Real Bed,0,1,20170501,,,20170514,TRUE,"https://a0.muscache.com/ac/users/39289896/profile_pic/1437679645/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Briar,https://a2.muscache.com/im/pictures/95543672/e65fc6e7_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/7500728,,Adorable garden cottage,175,Bungalow,Entire home/apt
14,3,Real Bed,5,9,20170403,,,20170425,TRUE,"https://a2.muscache.com/ac/users/862329/profile_pic/1379540383/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Prez & Cherie,https://a2.muscache.com/im/pictures/19432343/4f8427b9_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/606297,,5 Bed 3Bath House Near Downtown SEA,19,House,Entire home/apt
6,2.5,Real Bed,3,4,20170330,,,20170428,TRUE,"https://a2.muscache.com/ac/users/30653236/profile_pic/1428263673/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Allison,https://a2.muscache.com/im/pictures/b5daac9e-74d2-417a-a161-d9f67526c32b.jpg?aki_policy=medium,https://www.airbnb.com/rooms/9094366,,"Christmas in the city, no car req'd",24,House,Entire home/apt
2,0.5,Airbed,1,1,20170422,,,20170415,TRUE,"https://a0.muscache.com/ac/users/301107/profile_pic/1433688394/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Perry,https://a0.muscache.com/im/pictures/92152656/d28db5de_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/7096107,,Ole's Urban Seattle Tent #Glamping,75,Tent,Entire home/apt
2,1,Real Bed,1,2,20170408,,,20170511,TRUE,"https://a2.muscache.com/ac/pictures/981a515e-6be1-4e83-8f32-51d15d0f0509.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Timothy,https://a2.muscache.com/im/pictures/da8e51a8-ea4d-4785-9fa9-8329e2eb2658.jpg?aki_policy=medium,https://www.airbnb.com/rooms/9496612,,Cozy and Charming Apartment,109,Apartment,Entire home/apt
2,1,Real Bed,1,1,20170502,,,20170415,TRUE,"https://a2.muscache.com/ac/users/1254153/profile_pic/1317876337/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Johnny,https://a2.muscache.com/im/pictures/111237917/9cf19afd_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/8785768,,Modern Townhouse Near Downtown,91,House,Private room
2,1,Real Bed,1,1,20170506,,,20170416,TRUE,"https://a1.muscache.com/ac/users/594315/profile_pic/1308022833/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Jana,https://a1.muscache.com/im/pictures/936931/f1e6a489_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/143580,,N. Beacon Hill- Super Private Room,125,House,Private room
8,2,Real Bed,3,5,20170402,,,20170529,TRUE,"https://a2.muscache.com/ac/users/862329/profile_pic/1379540383/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Prez & Cherie,https://a1.muscache.com/im/pictures/19202021/278a138d_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/611500,,3Bed 2Bath w/ Deck Near Dwntwn SEA,237,House,Entire home/apt
7,1,Real Bed,2,4,20170412,,,20170405,TRUE,"https://a2.muscache.com/ac/users/862329/profile_pic/1379540383/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Prez & Cherie,https://a1.muscache.com/im/pictures/19432621/72c2f130_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/264829,,2bed Rm Inner City Suite Near Dwtn,111,House,Entire home/apt
2,1.5,Real Bed,1,1,20170411,,,20170417,TRUE,"https://a0.muscache.com/ac/users/9059113/profile_pic/1383019955/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Nikki & William,https://a0.muscache.com/im/pictures/26189941/2fc9ae70_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/1856851,,Private bathroom & entrance,6,House,Private room
6,2,Real Bed,2,3,20170402,,,20170523,TRUE,"https://a2.muscache.com/ac/users/862329/profile_pic/1379540383/original.jpg?interpolation=lanczos-none&crop=w:w;*,*&crop=h:h;*,*&resize=50:*&output-format=jpg&output-quality=70",Prez & Cherie,https://a0.muscache.com/im/pictures/36968559/be9b117e_original.jpg?aki_policy=medium,https://www.airbnb.com/rooms/1317919,,2Rms 2Queen Beds 2Bath Near Dwntwn,36,House,Entire home/apt
